title,price,sales,seller_rating,CPU,cores,RAM,size_of_RAM_GB,size_of_HDD_GB,size_of_SSD_GB,Видеопроцессор,Операционная система,Страна производства,Гарантийный срок(мес.)
Игровой Компьютер Robotcomp M-16 V2 Plus,53684₽,0,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp M-16 V3,65926₽,Купили более 5 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp M-16 V3 Plus,60637₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp М16 3.0 V1,72672₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp М16 3.0 V2,76363₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp М16 3.0 V3,76249₽,Купили более 5 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Офисный Компьютер Robotcomp Босс V1 Plus,27888₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,Intel UHD Graphics 630,2,0,36
Игровой компьютер Roo24 i5 White Cloud V1,65372₽,Купили более 70 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,67538₽,0,4.7,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,64821₽,Купили более 60 раз,4.7,Intel Core i5,6,1,16,,250.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,69505₽,Купили более 5 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Компьютер Robotcomp Анаконда V1 Plus,87876₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,2,0,36
Игровой ПК Robotcomp Анаконда V2 Plus,87175₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный ПК Robotcomp Анаконда V3 Plus,92574₽,Купили более 5 раз,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Офисный Компьютер Robotcomp Босс V2 Plus,33165₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,Intel UHD Graphics 630,0,0,36
Офисный Компьютер Robotcomp Босс V3 Plus,30132₽,Купили более 10 раз,4.7,Intel Core i3,4,1,16,,500.0,Intel UHD Graphics 630,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,43390₽,Купили более 10 раз,4.7,Intel Core i5,6,1,16,,250.0,NVIDIA GeForce GT 1030,0,0,36
Настольный ПК IdeaCentre Gaming 5 14ACN6 Ryzen 5 5600G/16GB/SSD512GB/RTX 3060 12GB/Win11/ 90RW00CNRS,72443₽,Купили более 5 раз,0.0,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3060,1,1,0
"Компьютер для учебы и игр 8GB/ssd-256+Монитор-20""",39440₽,Купили более 10 раз,4.5,,4,не заполнено,8,,250.0,не заполнено,1,0,0
Игровой компьютер Roo24 i3 Morpheus,64544₽,0,4.7,Intel Core i3,6,1,16,,250.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX 3050,74353₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,16,,250.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX 3050,76034₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i3 Valentine,68497₽,0,4.7,Intel Core i3,6,1,32,,250.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3050,71833₽,0,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i3 New Assassin,66125₽,0,4.7,Intel Core i3,6,1,32,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3050,78554₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,250.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX 3050,77609₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i3 Samurai,67608₽,0,4.7,Intel Core i3,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5-12400F,77726₽,Купили более 20 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i3 Raptor,63727₽,0,4.7,Intel Core i3,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i3 Black Mesa,63655₽,0,4.7,Intel Core i3,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3060,91813₽,Купили более 5 раз,4.7,Intel Core i5,6,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7-12700F/3070 8Gb,136870₽,Купили менее 5 раз,4.7,Intel Core i7,6,1,32,1000,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i7-12700F/3060 12Gb,102640₽,0,4.7,Intel Core i7,6,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7-12700F/3060 12Gb,106496₽,Купили менее 5 раз,4.7,Intel Core i7,6,1,32,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7-12700F/3080 10Gb,157724₽,0,4.7,Intel Core i7,6,1,32,,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i7-12700F/3070 8Gb,127946₽,0,4.7,Intel Core i7,6,1,32,,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i7-12700F/3080 10Gb,156316₽,0,4.7,Intel Core i7,6,1,16,1000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3080,139415₽,0,4.7,Intel Core i5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX 3070,110614₽,0,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3080,138872₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3070,112096₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i7-12700F/3060 12Gb,107521₽,Купили менее 5 раз,4.7,Intel Core i7,6,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3060,90078₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX 3080,137118₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3060,92919₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7-12700F/3070 8Gb,129391₽,0,4.7,Intel Core i7,6,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i7-12700F/3080 10Gb,156316₽,Купили менее 5 раз,4.7,Intel Core i7,6,1,32,,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3080,130305₽,0,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i7-12700F/3080 10Gb,158020₽,0,4.7,Intel Core i7,6,1,16,,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i7-12700F/3080 10Gb,155859₽,0,4.7,Intel Core i7,6,1,32,1000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой Компьютер Robotcomp М16 3.0 V1 Plus,75302₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp М16 3.0 V1 Plus,75302₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp Robotcomp М16 3.0 V2 Plus,78581₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Компьютер Robotcomp Robotcomp М16 3.0 V2 Plus,78581₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Компьютер Robotcomp Robotcomp М16 3.0 V3 Plus,81162₽,Купили более 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp Robotcomp М16 3.0 V3 Plus,81162₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный ПК Robotcomp Анаконда 2.0 V1 Plus,135055₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,2,0,36
Мощный ПК Robotcomp Анаконда 2.0 V1 Plus,135055₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,2,0,36
Игровой Компьютер Robotcomp Анаконда 2.0 V1,128284₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,2,0,36
Мощный ПК Robotcomp Анаконда 2.0 V2 Plus,140570₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Компьютер Robotcomp Анаконда 2.0 V2 Plus,140570₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный ПК Robotcomp Анаконда 2.0 V2,135189₽,0,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный ПК Robotcomp Анаконда 2.0 V3 Plus,126925₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный ПК Robotcomp Анаконда 2.0 V3 Plus,126925₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Мощный Компьютер Robotcomp Robotcomp Анаконда 2.0 V3,139743₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой Компьютер Robotcomp Анаконда V1,86946₽,Купили более 5 раз,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,2,0,36
Игровой Компьютер Robotcomp Анаконда V2,83120₽,0,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой Компьютер Robotcomp Анаконда V3,86141₽,Купили более 10 раз,4.7,Intel Core i5,10,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой Компьютер Robotcomp ТУ 160 V1 Plus,97646₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp ТУ 160 V2 Plus,103665₽,0,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp ТУ 160 V3 Plus,110184₽,Купили менее 5 раз,4.7,Intel Core i5,10,1,32,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 162401000 6500,63625₽,0,4.7,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G 32480,46593₽,0,4.7,AMD Ryzen 5,6,1,32,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 32480,48168₽,0,4.7,AMD Ryzen 5,6,1,32,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 163050240,66405₽,0,4.7,AMD Ryzen 5,6,1,16,,250.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 162401000,46489₽,0,4.7,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 324801000,52368₽,0,4.7,AMD Ryzen 5,6,1,32,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 16960,45543₽,0,4.7,AMD Ryzen 5,6,1,16,,1000.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 4600G,66748₽,0,4.7,AMD Ryzen 5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 4600G,34413₽,Купили более 40 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD 5600G,65107₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 4600G,65303₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 16480 3050,64181₽,Купили более 10 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G Kitana,46593₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 9606500,62791₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,,1000.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G 16960,38795₽,Купили более 40 раз,4.7,AMD Ryzen 5,6,1,16,,1000.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 32960,49158₽,Купили более 5 раз,4.7,AMD Ryzen 5,6,1,32,,1000.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 16480 6500,61401₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 4600G,66384₽,0,4.7,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 4600G,64012₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 164801000 3050,67887₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 4600G,65495₽,0,4.7,AMD Ryzen 5,6,1,16,,1000.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 4600G,68270₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G 32960,48168₽,0,4.7,AMD Ryzen 5,6,1,32,,1000.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 16960 3050,65571₽,Купили более 10 раз,4.7,AMD Ryzen 5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 4600G,66748₽,0,4.7,AMD Ryzen 5,6,1,16,,250.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер Roo24 4600G,67966₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon RX 6500,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 324801000,50688₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,32,,250.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G Kagawa,49113₽,0,4.7,AMD Ryzen 5,6,1,32,,250.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 5600G 164801000,48168₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G Raiden,50793₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,32,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G 162401000,44913₽,0,4.7,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 i7-12700F/3070 8Gb,126306₽,0,4.7,Intel Core i7,6,1,16,1000,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3060,86864₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7-12700F/3070 8Gb,127274₽,0,4.7,Intel Core i7,6,1,16,,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX 3080,142319₽,0,4.7,Intel Core i5,6,1,32,1000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3060,90293₽,0,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7-12700F/3060 12Gb,106496₽,0,4.7,Intel Core i7,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3070,106791₽,0,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i7-12700F/3080 10Gb,152560₽,0,4.7,Intel Core i7,6,1,16,,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3060,85296₽,Купили более 5 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i7-12700F/3060 12Gb,104087₽,0,4.7,Intel Core i7,6,1,16,,1000.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3080,139415₽,0,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3070,105327₽,0,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i7-12700F/3070 8Gb,123928₽,0,4.7,Intel Core i7,6,1,16,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3070,109231₽,0,4.7,Intel Core i5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i5-12400F / RTX3070,114567₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,1000,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 i7-12700F/3060 12Gb,107941₽,0,4.7,Intel Core i7,6,1,32,,1000.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Roo24 4600G,34413₽,Купили более 10 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G 16960,39312₽,Купили более 10 раз,4.7,AMD Ryzen 5,6,1,16,,1000.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Roo24 AMD Ryzen 5 4600G 162401000,44913₽,0,4.7,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon Vega 7,0,0,36
